"","iso_code","country","date","new_cases","total_cases","imputed","pop2022","region","sub_region"
"183","ABW","Aruba",2022-10-14,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"184","ABW","Aruba",2022-10-15,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"185","ABW","Aruba",2022-10-16,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"186","ABW","Aruba",2022-10-17,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"187","ABW","Aruba",2022-10-18,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"188","ABW","Aruba",2022-10-19,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"189","ABW","Aruba",2022-10-20,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"190","ABW","Aruba",2022-10-21,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"191","ABW","Aruba",2022-10-22,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"192","ABW","Aruba",2022-10-23,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"193","ABW","Aruba",2022-10-24,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"194","ABW","Aruba",2022-10-25,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"195","ABW","Aruba",2022-10-26,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"196","ABW","Aruba",2022-10-27,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"197","ABW","Aruba",2022-10-28,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"198","ABW","Aruba",2022-10-29,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"199","ABW","Aruba",2022-10-30,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"200","ABW","Aruba",2022-10-31,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"201","ABW","Aruba",2022-11-01,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"202","ABW","Aruba",2022-11-02,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"203","ABW","Aruba",2022-11-03,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"204","ABW","Aruba",2022-11-04,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"205","ABW","Aruba",2022-11-05,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"206","ABW","Aruba",2022-11-06,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"207","ABW","Aruba",2022-11-07,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"208","ABW","Aruba",2022-11-08,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"209","ABW","Aruba",2022-11-09,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"210","ABW","Aruba",2022-11-10,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"211","ABW","Aruba",2022-11-11,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"212","ABW","Aruba",2022-11-12,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"213","ABW","Aruba",2022-11-13,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"214","ABW","Aruba",2022-11-14,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"215","ABW","Aruba",2022-11-15,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"216","ABW","Aruba",2022-11-16,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"217","ABW","Aruba",2022-11-17,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
